task_id,image0,image1,winner,user,date,icl
3412,136,128,1,paul,Thu Apr 30 2015 20:35:42 GMT-0400 (EDT),ICL_third_set_hundred_r2
3413,143,188,1,paul,Thu Apr 30 2015 20:35:44 GMT-0400 (EDT),ICL_third_set_hundred_r2
3414,195,189,1,paul,Thu Apr 30 2015 20:35:46 GMT-0400 (EDT),ICL_third_set_hundred_r2
3415,127,182,1,paul,Thu Apr 30 2015 20:35:48 GMT-0400 (EDT),ICL_third_set_hundred_r2
3416,171,136,1,paul,Thu Apr 30 2015 20:35:50 GMT-0400 (EDT),ICL_third_set_hundred_r2
3417,168,200,-1,paul,Thu Apr 30 2015 20:35:51 GMT-0400 (EDT),ICL_third_set_hundred_r2
3418,132,201,1,paul,Thu Apr 30 2015 20:35:54 GMT-0400 (EDT),ICL_third_set_hundred_r2
3419,169,217,1,paul,Thu Apr 30 2015 20:35:55 GMT-0400 (EDT),ICL_third_set_hundred_r2
342,164,131,1,paul,Wed Apr 29 2015 08:54:53 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3420,137,128,1,paul,Thu Apr 30 2015 20:35:57 GMT-0400 (EDT),ICL_third_set_hundred_r2
3421,150,195,-1,paul,Thu Apr 30 2015 20:35:59 GMT-0400 (EDT),ICL_third_set_hundred_r2
3422,141,191,-1,paul,Thu Apr 30 2015 20:36:01 GMT-0400 (EDT),ICL_third_set_hundred_r2
3423,158,138,1,paul,Thu Apr 30 2015 20:36:02 GMT-0400 (EDT),ICL_third_set_hundred_r2
3424,175,219,1,paul,Thu Apr 30 2015 20:36:04 GMT-0400 (EDT),ICL_third_set_hundred_r2
3425,187,183,1,paul,Thu Apr 30 2015 20:36:06 GMT-0400 (EDT),ICL_third_set_hundred_r2
3426,128,206,-1,paul,Thu Apr 30 2015 20:36:08 GMT-0400 (EDT),ICL_third_set_hundred_r2
3427,160,202,1,paul,Thu Apr 30 2015 20:36:11 GMT-0400 (EDT),ICL_third_set_hundred_r2
3428,182,191,-1,paul,Thu Apr 30 2015 20:36:42 GMT-0400 (EDT),ICL_third_set_hundred_r2
3429,131,159,-1,paul,Thu Apr 30 2015 20:36:44 GMT-0400 (EDT),ICL_third_set_hundred_r2
343,172,177,1,paul,Wed Apr 29 2015 08:54:55 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3430,142,170,1,paul,Thu Apr 30 2015 20:36:45 GMT-0400 (EDT),ICL_third_set_hundred_r2
3431,152,163,-1,paul,Thu Apr 30 2015 20:36:48 GMT-0400 (EDT),ICL_third_set_hundred_r2
3432,194,210,-1,paul,Thu Apr 30 2015 20:36:49 GMT-0400 (EDT),ICL_third_set_hundred_r2
3433,175,128,1,paul,Thu Apr 30 2015 20:36:51 GMT-0400 (EDT),ICL_third_set_hundred_r2
3434,218,203,-1,paul,Thu Apr 30 2015 20:36:56 GMT-0400 (EDT),ICL_third_set_hundred_r2
3435,151,165,-1,paul,Thu Apr 30 2015 20:36:57 GMT-0400 (EDT),ICL_third_set_hundred_r2
3436,157,192,1,paul,Thu Apr 30 2015 20:37:12 GMT-0400 (EDT),ICL_third_set_hundred_r2
3437,125,216,-1,paul,Thu Apr 30 2015 20:37:14 GMT-0400 (EDT),ICL_third_set_hundred_r2
3438,147,197,1,paul,Thu Apr 30 2015 20:37:15 GMT-0400 (EDT),ICL_third_set_hundred_r2
3439,186,220,1,paul,Thu Apr 30 2015 20:37:17 GMT-0400 (EDT),ICL_third_set_hundred_r2
344,159,169,1,paul,Wed Apr 29 2015 08:54:58 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3440,169,178,1,paul,Thu Apr 30 2015 20:37:19 GMT-0400 (EDT),ICL_third_set_hundred_r2
3441,155,209,1,paul,Thu Apr 30 2015 20:37:21 GMT-0400 (EDT),ICL_third_set_hundred_r2
3442,164,178,1,paul,Thu Apr 30 2015 20:37:23 GMT-0400 (EDT),ICL_third_set_hundred_r2
3443,190,202,1,paul,Thu Apr 30 2015 20:37:27 GMT-0400 (EDT),ICL_third_set_hundred_r2
3444,134,161,1,paul,Thu Apr 30 2015 20:37:29 GMT-0400 (EDT),ICL_third_set_hundred_r2
3445,204,213,-1,paul,Thu Apr 30 2015 20:37:32 GMT-0400 (EDT),ICL_third_set_hundred_r2
3446,149,214,1,paul,Thu Apr 30 2015 20:37:35 GMT-0400 (EDT),ICL_third_set_hundred_r2
3447,158,220,-1,paul,Thu Apr 30 2015 20:37:40 GMT-0400 (EDT),ICL_third_set_hundred_r2
3448,162,132,1,paul,Thu Apr 30 2015 20:37:42 GMT-0400 (EDT),ICL_third_set_hundred_r2
3449,128,185,-1,paul,Thu Apr 30 2015 20:37:43 GMT-0400 (EDT),ICL_third_set_hundred_r2
345,169,182,-1,paul,Wed Apr 29 2015 08:55:00 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3450,132,183,1,paul,Thu Apr 30 2015 20:37:45 GMT-0400 (EDT),ICL_third_set_hundred_r2
3451,162,196,1,paul,Thu Apr 30 2015 20:37:47 GMT-0400 (EDT),ICL_third_set_hundred_r2
3452,171,192,1,paul,Thu Apr 30 2015 20:37:49 GMT-0400 (EDT),ICL_third_set_hundred_r2
3453,151,158,-1,paul,Thu Apr 30 2015 20:37:50 GMT-0400 (EDT),ICL_third_set_hundred_r2
3454,162,164,1,paul,Thu Apr 30 2015 20:37:53 GMT-0400 (EDT),ICL_third_set_hundred_r2
3455,168,169,1,paul,Thu Apr 30 2015 20:37:55 GMT-0400 (EDT),ICL_third_set_hundred_r2
3456,161,210,-1,paul,Thu Apr 30 2015 20:37:57 GMT-0400 (EDT),ICL_third_set_hundred_r2
3457,130,213,1,paul,Thu Apr 30 2015 20:37:58 GMT-0400 (EDT),ICL_third_set_hundred_r2
3458,219,130,-1,paul,Thu Apr 30 2015 20:38:00 GMT-0400 (EDT),ICL_third_set_hundred_r2
3459,123,139,1,paul,Thu Apr 30 2015 20:38:02 GMT-0400 (EDT),ICL_third_set_hundred_r2
346,219,171,-1,paul,Wed Apr 29 2015 08:55:02 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3460,190,220,-1,paul,Thu Apr 30 2015 20:38:03 GMT-0400 (EDT),ICL_third_set_hundred_r2
3461,149,213,1,paul,Thu Apr 30 2015 20:38:04 GMT-0400 (EDT),ICL_third_set_hundred_r2
3462,146,209,-1,paul,Thu Apr 30 2015 20:38:07 GMT-0400 (EDT),ICL_third_set_hundred_r2
3463,134,143,-1,paul,Thu Apr 30 2015 20:38:09 GMT-0400 (EDT),ICL_third_set_hundred_r2
3464,218,184,1,paul,Thu Apr 30 2015 20:38:11 GMT-0400 (EDT),ICL_third_set_hundred_r2
3465,168,174,1,paul,Thu Apr 30 2015 20:38:12 GMT-0400 (EDT),ICL_third_set_hundred_r2
3466,154,191,-1,paul,Thu Apr 30 2015 20:38:14 GMT-0400 (EDT),ICL_third_set_hundred_r2
3467,164,131,-1,paul,Thu Apr 30 2015 20:38:16 GMT-0400 (EDT),ICL_third_set_hundred_r2
3468,169,220,-1,paul,Thu Apr 30 2015 20:38:17 GMT-0400 (EDT),ICL_third_set_hundred_r2
3469,152,191,-1,paul,Thu Apr 30 2015 20:38:19 GMT-0400 (EDT),ICL_third_set_hundred_r2
347,152,158,-1,paul,Wed Apr 29 2015 08:55:04 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3470,131,201,-1,paul,Thu Apr 30 2015 20:38:20 GMT-0400 (EDT),ICL_third_set_hundred_r2
3471,128,143,-1,paul,Thu Apr 30 2015 20:38:22 GMT-0400 (EDT),ICL_third_set_hundred_r2
3472,138,143,-1,paul,Thu Apr 30 2015 20:38:23 GMT-0400 (EDT),ICL_third_set_hundred_r2
3473,155,181,-1,paul,Thu Apr 30 2015 20:38:25 GMT-0400 (EDT),ICL_third_set_hundred_r2
3474,193,124,1,paul,Thu Apr 30 2015 20:38:26 GMT-0400 (EDT),ICL_third_set_hundred_r2
3475,126,210,-1,paul,Thu Apr 30 2015 20:38:28 GMT-0400 (EDT),ICL_third_set_hundred_r2
3476,168,170,1,paul,Thu Apr 30 2015 20:38:30 GMT-0400 (EDT),ICL_third_set_hundred_r2
3477,126,148,1,paul,Thu Apr 30 2015 20:38:31 GMT-0400 (EDT),ICL_third_set_hundred_r2
3478,136,140,-1,paul,Thu Apr 30 2015 20:38:33 GMT-0400 (EDT),ICL_third_set_hundred_r2
3479,152,173,-1,paul,Thu Apr 30 2015 20:38:34 GMT-0400 (EDT),ICL_third_set_hundred_r2
348,164,215,1,paul,Wed Apr 29 2015 08:55:07 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3480,139,160,1,paul,Thu Apr 30 2015 20:38:36 GMT-0400 (EDT),ICL_third_set_hundred_r2
3481,176,196,1,paul,Thu Apr 30 2015 20:38:38 GMT-0400 (EDT),ICL_third_set_hundred_r2
3482,187,189,1,paul,Thu Apr 30 2015 20:38:39 GMT-0400 (EDT),ICL_third_set_hundred_r2
3483,219,135,-1,paul,Thu Apr 30 2015 20:38:41 GMT-0400 (EDT),ICL_third_set_hundred_r2
3484,137,192,1,paul,Thu Apr 30 2015 20:38:42 GMT-0400 (EDT),ICL_third_set_hundred_r2
3485,156,154,-1,paul,Thu Apr 30 2015 20:38:44 GMT-0400 (EDT),ICL_third_set_hundred_r2
3486,183,207,-1,paul,Thu Apr 30 2015 20:38:46 GMT-0400 (EDT),ICL_third_set_hundred_r2
3487,211,137,1,paul,Thu Apr 30 2015 20:38:47 GMT-0400 (EDT),ICL_third_set_hundred_r2
3488,137,146,1,paul,Thu Apr 30 2015 20:38:48 GMT-0400 (EDT),ICL_third_set_hundred_r2
3489,150,175,-1,paul,Thu Apr 30 2015 20:38:50 GMT-0400 (EDT),ICL_third_set_hundred_r2
349,137,147,1,paul,Wed Apr 29 2015 08:55:10 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3490,182,215,1,paul,Thu Apr 30 2015 20:38:51 GMT-0400 (EDT),ICL_third_set_hundred_r2
3491,150,160,1,paul,Thu Apr 30 2015 20:38:53 GMT-0400 (EDT),ICL_third_set_hundred_r2
3492,133,162,-1,paul,Thu Apr 30 2015 20:38:54 GMT-0400 (EDT),ICL_third_set_hundred_r2
3493,172,199,-1,paul,Thu Apr 30 2015 20:38:56 GMT-0400 (EDT),ICL_third_set_hundred_r2
3494,201,182,-1,paul,Thu Apr 30 2015 20:38:58 GMT-0400 (EDT),ICL_third_set_hundred_r2
3495,156,205,1,paul,Thu Apr 30 2015 20:38:59 GMT-0400 (EDT),ICL_third_set_hundred_r2
3496,160,198,1,paul,Thu Apr 30 2015 20:39:01 GMT-0400 (EDT),ICL_third_set_hundred_r2
3497,160,211,-1,paul,Thu Apr 30 2015 20:39:03 GMT-0400 (EDT),ICL_third_set_hundred_r2
3498,157,212,-1,paul,Thu Apr 30 2015 20:39:04 GMT-0400 (EDT),ICL_third_set_hundred_r2
3499,172,184,1,paul,Thu Apr 30 2015 20:39:06 GMT-0400 (EDT),ICL_third_set_hundred_r2
35,171,182,-1,paul,Wed Apr 29 2015 08:20:33 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
350,137,210,-1,paul,Wed Apr 29 2015 08:55:13 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3500,180,218,1,paul,Thu Apr 30 2015 20:39:08 GMT-0400 (EDT),ICL_third_set_hundred_r2
3501,139,162,-1,paul,Thu Apr 30 2015 20:39:09 GMT-0400 (EDT),ICL_third_set_hundred_r2
3502,171,193,-1,paul,Thu Apr 30 2015 20:39:11 GMT-0400 (EDT),ICL_third_set_hundred_r2
3503,147,155,1,paul,Thu Apr 30 2015 20:39:13 GMT-0400 (EDT),ICL_third_set_hundred_r2
3504,142,199,1,paul,Thu Apr 30 2015 20:39:15 GMT-0400 (EDT),ICL_third_set_hundred_r2
3505,164,212,-1,paul,Thu Apr 30 2015 20:39:17 GMT-0400 (EDT),ICL_third_set_hundred_r2
3506,184,200,-1,paul,Thu Apr 30 2015 20:39:18 GMT-0400 (EDT),ICL_third_set_hundred_r2
3507,160,185,1,paul,Thu Apr 30 2015 20:39:19 GMT-0400 (EDT),ICL_third_set_hundred_r2
3508,176,220,-1,paul,Thu Apr 30 2015 20:39:21 GMT-0400 (EDT),ICL_third_set_hundred_r2
3509,128,219,-1,paul,Thu Apr 30 2015 20:39:23 GMT-0400 (EDT),ICL_third_set_hundred_r2
351,140,163,-1,paul,Wed Apr 29 2015 08:55:17 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3510,163,172,-1,paul,Thu Apr 30 2015 20:39:26 GMT-0400 (EDT),ICL_third_set_hundred_r2
3511,189,193,-1,paul,Thu Apr 30 2015 20:39:27 GMT-0400 (EDT),ICL_third_set_hundred_r2
3512,132,146,1,paul,Thu Apr 30 2015 20:39:30 GMT-0400 (EDT),ICL_third_set_hundred_r2
3513,137,172,-1,paul,Thu Apr 30 2015 20:39:32 GMT-0400 (EDT),ICL_third_set_hundred_r2
3514,153,177,1,paul,Thu Apr 30 2015 20:39:33 GMT-0400 (EDT),ICL_third_set_hundred_r2
3515,145,156,1,paul,Thu Apr 30 2015 20:39:35 GMT-0400 (EDT),ICL_third_set_hundred_r2
3516,154,161,-1,paul,Thu Apr 30 2015 20:39:37 GMT-0400 (EDT),ICL_third_set_hundred_r2
3517,133,201,-1,paul,Thu Apr 30 2015 20:39:39 GMT-0400 (EDT),ICL_third_set_hundred_r2
3518,148,152,1,paul,Thu Apr 30 2015 20:39:40 GMT-0400 (EDT),ICL_third_set_hundred_r2
3519,125,126,-1,paul,Thu Apr 30 2015 20:39:42 GMT-0400 (EDT),ICL_third_set_hundred_r2
352,147,176,1,paul,Wed Apr 29 2015 08:55:20 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3520,219,141,-1,paul,Thu Apr 30 2015 20:39:43 GMT-0400 (EDT),ICL_third_set_hundred_r2
3521,155,184,1,paul,Thu Apr 30 2015 20:39:52 GMT-0400 (EDT),ICL_third_set_hundred_r2
3522,138,208,1,paul,Thu Apr 30 2015 20:39:54 GMT-0400 (EDT),ICL_third_set_hundred_r2
3523,201,211,-1,paul,Thu Apr 30 2015 20:39:56 GMT-0400 (EDT),ICL_third_set_hundred_r2
3524,143,202,1,paul,Thu Apr 30 2015 20:39:57 GMT-0400 (EDT),ICL_third_set_hundred_r2
3525,128,154,-1,paul,Thu Apr 30 2015 20:40:00 GMT-0400 (EDT),ICL_third_set_hundred_r2
3526,139,191,-1,paul,Thu Apr 30 2015 20:40:01 GMT-0400 (EDT),ICL_third_set_hundred_r2
3527,123,140,-1,paul,Thu Apr 30 2015 20:40:04 GMT-0400 (EDT),ICL_third_set_hundred_r2
3528,143,157,1,paul,Thu Apr 30 2015 20:40:05 GMT-0400 (EDT),ICL_third_set_hundred_r2
3529,135,202,-1,paul,Thu Apr 30 2015 20:40:07 GMT-0400 (EDT),ICL_third_set_hundred_r2
353,181,184,1,paul,Wed Apr 29 2015 08:55:23 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3530,124,183,-1,paul,Thu Apr 30 2015 20:40:10 GMT-0400 (EDT),ICL_third_set_hundred_r2
3531,168,204,1,paul,Thu Apr 30 2015 20:40:12 GMT-0400 (EDT),ICL_third_set_hundred_r2
3532,149,216,1,paul,Thu Apr 30 2015 20:40:14 GMT-0400 (EDT),ICL_third_set_hundred_r2
3533,139,177,-1,paul,Thu Apr 30 2015 20:40:15 GMT-0400 (EDT),ICL_third_set_hundred_r2
3534,147,182,-1,paul,Thu Apr 30 2015 20:40:17 GMT-0400 (EDT),ICL_third_set_hundred_r2
3535,144,216,-1,paul,Thu Apr 30 2015 20:40:18 GMT-0400 (EDT),ICL_third_set_hundred_r2
3536,192,200,-1,paul,Thu Apr 30 2015 20:40:20 GMT-0400 (EDT),ICL_third_set_hundred_r2
3537,132,196,1,paul,Thu Apr 30 2015 20:40:22 GMT-0400 (EDT),ICL_third_set_hundred_r2
3538,169,177,-1,paul,Thu Apr 30 2015 20:40:23 GMT-0400 (EDT),ICL_third_set_hundred_r2
3539,175,218,-1,paul,Thu Apr 30 2015 20:40:25 GMT-0400 (EDT),ICL_third_set_hundred_r2
354,176,202,1,paul,Wed Apr 29 2015 08:55:26 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3540,167,193,-1,paul,Thu Apr 30 2015 20:40:27 GMT-0400 (EDT),ICL_third_set_hundred_r2
3541,179,121,-1,paul,Thu Apr 30 2015 20:40:29 GMT-0400 (EDT),ICL_third_set_hundred_r2
3542,140,202,1,paul,Thu Apr 30 2015 20:40:31 GMT-0400 (EDT),ICL_third_set_hundred_r2
3543,129,207,-1,paul,Thu Apr 30 2015 20:40:32 GMT-0400 (EDT),ICL_third_set_hundred_r2
3544,152,150,-1,paul,Thu Apr 30 2015 20:40:34 GMT-0400 (EDT),ICL_third_set_hundred_r2
3545,213,174,-1,paul,Thu Apr 30 2015 20:40:36 GMT-0400 (EDT),ICL_third_set_hundred_r2
3546,163,216,-1,paul,Thu Apr 30 2015 20:40:37 GMT-0400 (EDT),ICL_third_set_hundred_r2
3547,197,147,-1,paul,Thu Apr 30 2015 20:40:39 GMT-0400 (EDT),ICL_third_set_hundred_r2
3548,135,157,-1,paul,Thu Apr 30 2015 20:40:41 GMT-0400 (EDT),ICL_third_set_hundred_r2
3549,170,199,-1,paul,Thu Apr 30 2015 20:40:42 GMT-0400 (EDT),ICL_third_set_hundred_r2
355,171,219,1,paul,Wed Apr 29 2015 08:55:28 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3550,140,186,-1,paul,Thu Apr 30 2015 20:40:44 GMT-0400 (EDT),ICL_third_set_hundred_r2
3551,201,216,-1,paul,Thu Apr 30 2015 20:40:45 GMT-0400 (EDT),ICL_third_set_hundred_r2
3552,197,216,-1,paul,Thu Apr 30 2015 20:40:47 GMT-0400 (EDT),ICL_third_set_hundred_r2
3553,219,220,-1,paul,Thu Apr 30 2015 20:40:51 GMT-0400 (EDT),ICL_third_set_hundred_r2
3554,136,153,-1,paul,Thu Apr 30 2015 20:40:53 GMT-0400 (EDT),ICL_third_set_hundred_r2
3555,126,163,1,paul,Thu Apr 30 2015 20:40:55 GMT-0400 (EDT),ICL_third_set_hundred_r2
3556,142,186,1,paul,Thu Apr 30 2015 20:40:58 GMT-0400 (EDT),ICL_third_set_hundred_r2
3557,123,180,-1,paul,Thu Apr 30 2015 20:41:00 GMT-0400 (EDT),ICL_third_set_hundred_r2
3558,145,196,1,paul,Thu Apr 30 2015 20:41:02 GMT-0400 (EDT),ICL_third_set_hundred_r2
3559,198,158,-1,paul,Thu Apr 30 2015 20:41:04 GMT-0400 (EDT),ICL_third_set_hundred_r2
356,204,179,1,paul,Wed Apr 29 2015 08:55:44 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3560,127,175,1,paul,Thu Apr 30 2015 20:41:05 GMT-0400 (EDT),ICL_third_set_hundred_r2
3561,185,184,-1,paul,Thu Apr 30 2015 20:41:07 GMT-0400 (EDT),ICL_third_set_hundred_r2
3562,184,193,-1,paul,Thu Apr 30 2015 20:41:09 GMT-0400 (EDT),ICL_third_set_hundred_r2
3563,192,197,-1,paul,Thu Apr 30 2015 20:41:11 GMT-0400 (EDT),ICL_third_set_hundred_r2
3564,124,184,-1,paul,Thu Apr 30 2015 20:41:13 GMT-0400 (EDT),ICL_third_set_hundred_r2
3565,129,131,1,paul,Thu Apr 30 2015 20:41:15 GMT-0400 (EDT),ICL_third_set_hundred_r2
3566,163,211,-1,paul,Thu Apr 30 2015 20:41:18 GMT-0400 (EDT),ICL_third_set_hundred_r2
3567,134,171,1,paul,Thu Apr 30 2015 20:41:20 GMT-0400 (EDT),ICL_third_set_hundred_r2
3568,172,218,-1,paul,Thu Apr 30 2015 20:41:22 GMT-0400 (EDT),ICL_third_set_hundred_r2
3569,123,167,1,paul,Thu Apr 30 2015 20:41:24 GMT-0400 (EDT),ICL_third_set_hundred_r2
357,185,167,-1,paul,Wed Apr 29 2015 08:55:46 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3570,149,153,1,paul,Thu Apr 30 2015 20:41:26 GMT-0400 (EDT),ICL_third_set_hundred_r2
3571,139,143,-1,paul,Thu Apr 30 2015 20:41:28 GMT-0400 (EDT),ICL_third_set_hundred_r2
3572,129,202,1,paul,Thu Apr 30 2015 20:41:29 GMT-0400 (EDT),ICL_third_set_hundred_r2
3573,183,194,1,paul,Thu Apr 30 2015 20:42:08 GMT-0400 (EDT),ICL_third_set_hundred_r2
3574,141,171,1,paul,Thu Apr 30 2015 20:42:09 GMT-0400 (EDT),ICL_third_set_hundred_r2
3575,121,205,1,paul,Thu Apr 30 2015 20:42:12 GMT-0400 (EDT),ICL_third_set_hundred_r2
3576,190,198,1,paul,Thu Apr 30 2015 20:42:14 GMT-0400 (EDT),ICL_third_set_hundred_r2
3577,147,196,1,paul,Thu Apr 30 2015 20:42:16 GMT-0400 (EDT),ICL_third_set_hundred_r2
3578,164,183,1,paul,Thu Apr 30 2015 20:42:17 GMT-0400 (EDT),ICL_third_set_hundred_r2
3579,194,171,-1,paul,Thu Apr 30 2015 20:42:20 GMT-0400 (EDT),ICL_third_set_hundred_r2
358,137,189,1,paul,Wed Apr 29 2015 08:55:48 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3580,154,207,-1,paul,Thu Apr 30 2015 20:42:22 GMT-0400 (EDT),ICL_third_set_hundred_r2
3581,138,189,1,paul,Thu Apr 30 2015 20:42:24 GMT-0400 (EDT),ICL_third_set_hundred_r2
3582,188,165,-1,paul,Thu Apr 30 2015 20:42:26 GMT-0400 (EDT),ICL_third_set_hundred_r2
3583,132,170,-1,paul,Thu Apr 30 2015 20:42:28 GMT-0400 (EDT),ICL_third_set_hundred_r2
3584,212,137,-1,paul,Thu Apr 30 2015 20:42:30 GMT-0400 (EDT),ICL_third_set_hundred_r2
3585,182,186,-1,paul,Thu Apr 30 2015 20:42:32 GMT-0400 (EDT),ICL_third_set_hundred_r2
3586,181,214,1,paul,Thu Apr 30 2015 20:42:35 GMT-0400 (EDT),ICL_third_set_hundred_r2
3587,142,212,1,paul,Thu Apr 30 2015 20:42:38 GMT-0400 (EDT),ICL_third_set_hundred_r2
3588,125,190,1,paul,Thu Apr 30 2015 20:42:39 GMT-0400 (EDT),ICL_third_set_hundred_r2
3589,143,180,-1,paul,Thu Apr 30 2015 20:42:42 GMT-0400 (EDT),ICL_third_set_hundred_r2
359,137,200,-1,paul,Wed Apr 29 2015 08:55:52 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3590,141,204,1,paul,Thu Apr 30 2015 20:42:44 GMT-0400 (EDT),ICL_third_set_hundred_r2
3591,184,161,-1,paul,Thu Apr 30 2015 20:42:46 GMT-0400 (EDT),ICL_third_set_hundred_r2
3592,141,220,1,paul,Thu Apr 30 2015 20:42:47 GMT-0400 (EDT),ICL_third_set_hundred_r2
3593,130,208,1,paul,Thu Apr 30 2015 20:42:49 GMT-0400 (EDT),ICL_third_set_hundred_r2
3594,157,175,1,paul,Thu Apr 30 2015 20:42:51 GMT-0400 (EDT),ICL_third_set_hundred_r2
3595,157,182,-1,paul,Thu Apr 30 2015 20:42:53 GMT-0400 (EDT),ICL_third_set_hundred_r2
3596,170,195,1,paul,Thu Apr 30 2015 20:42:55 GMT-0400 (EDT),ICL_third_set_hundred_r2
3597,139,141,-1,paul,Thu Apr 30 2015 20:42:56 GMT-0400 (EDT),ICL_third_set_hundred_r2
3598,144,182,-1,paul,Thu Apr 30 2015 20:42:58 GMT-0400 (EDT),ICL_third_set_hundred_r2
3599,164,205,1,paul,Thu Apr 30 2015 20:43:00 GMT-0400 (EDT),ICL_third_set_hundred_r2
36,208,212,-1,paul,Wed Apr 29 2015 08:20:38 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
360,142,198,1,paul,Wed Apr 29 2015 08:55:55 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3600,181,171,1,paul,Thu Apr 30 2015 20:43:01 GMT-0400 (EDT),ICL_third_set_hundred_r2
3601,188,174,-1,paul,Thu Apr 30 2015 20:43:03 GMT-0400 (EDT),ICL_third_set_hundred_r2
3602,125,155,1,paul,Thu Apr 30 2015 20:43:05 GMT-0400 (EDT),ICL_third_set_hundred_r2
3603,157,190,1,paul,Thu Apr 30 2015 20:43:06 GMT-0400 (EDT),ICL_third_set_hundred_r2
3604,181,219,1,paul,Thu Apr 30 2015 20:43:07 GMT-0400 (EDT),ICL_third_set_hundred_r2
3605,185,201,-1,paul,Thu Apr 30 2015 20:43:09 GMT-0400 (EDT),ICL_third_set_hundred_r2
3606,170,173,1,paul,Thu Apr 30 2015 20:43:11 GMT-0400 (EDT),ICL_third_set_hundred_r2
3607,178,220,-1,paul,Thu Apr 30 2015 20:43:12 GMT-0400 (EDT),ICL_third_set_hundred_r2
3608,168,216,-1,paul,Thu Apr 30 2015 20:43:14 GMT-0400 (EDT),ICL_third_set_hundred_r2
3609,159,201,1,paul,Thu Apr 30 2015 20:43:16 GMT-0400 (EDT),ICL_third_set_hundred_r2
361,200,206,1,paul,Wed Apr 29 2015 08:55:57 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3610,127,168,1,paul,Thu Apr 30 2015 20:43:17 GMT-0400 (EDT),ICL_third_set_hundred_r2
3611,127,144,1,paul,Thu Apr 30 2015 20:43:19 GMT-0400 (EDT),ICL_third_set_hundred_r2
3612,169,173,-1,paul,Thu Apr 30 2015 20:43:22 GMT-0400 (EDT),ICL_third_set_hundred_r2
3613,146,216,-1,paul,Thu Apr 30 2015 20:43:24 GMT-0400 (EDT),ICL_third_set_hundred_r2
3614,132,171,1,paul,Thu Apr 30 2015 20:43:26 GMT-0400 (EDT),ICL_third_set_hundred_r2
3615,177,218,-1,paul,Thu Apr 30 2015 20:43:28 GMT-0400 (EDT),ICL_third_set_hundred_r2
3616,168,202,1,paul,Thu Apr 30 2015 20:43:31 GMT-0400 (EDT),ICL_third_set_hundred_r2
3617,138,165,-1,paul,Thu Apr 30 2015 20:43:32 GMT-0400 (EDT),ICL_third_set_hundred_r2
3618,188,191,-1,paul,Thu Apr 30 2015 20:43:34 GMT-0400 (EDT),ICL_third_set_hundred_r2
3619,129,167,-1,paul,Thu Apr 30 2015 20:43:35 GMT-0400 (EDT),ICL_third_set_hundred_r2
362,157,198,1,paul,Wed Apr 29 2015 08:56:00 GMT-0400 (Eastern Daylight Time),ICL_third_set_hundred_r2
3620,149,164,1,paul,Thu Apr 30 2015 20:43:37 GMT-0400 (EDT),ICL_third_set_hundred_r2
3621,204,195,-1,paul,Thu Apr 30 2015 20:43:39 GMT-0400 (EDT),ICL_third_set_hundred_r2
3622,217,180,-1,paul,Thu Apr 30 2015 20:43:41 GMT-0400 (EDT),ICL_third_set_hundred_r2
3623,178,204,-1,paul,Thu Apr 30 2015 20:43:42 GMT-0400 (EDT),ICL_third_set_hundred_r2
3624,150,219,1,paul,Thu Apr 30 2015 20:43:44 GMT-0400 (EDT),ICL_third_set_hundred_r2
3625,132,150,1,paul,Thu Apr 30 2015 20:43:45 GMT-0400 (EDT),ICL_third_set_hundred_r2
3626,130,187,-1,paul,Thu Apr 30 2015 20:43:48 GMT-0400 (EDT),ICL_third_set_hundred_r2
3627,181,137,1,paul,Thu Apr 30 2015 20:43:49 GMT-0400 (EDT),ICL_third_set_hundred_r2
3628,135,182,-1,paul,Thu Apr 30 2015 20:43:51 GMT-0400 (EDT),ICL_third_set_hundred_r2
